X,Y,Z
0.2,0.0,1.0
0.1999994813857191,3.452216852717349e-06,1.0
0.20035090484239515,0.0006237367283924433,1.0
0.2038273968431466,0.006720233183610924,1.0
0.20382828051311974,0.006719860764934471,1.0
0.20383647015131728,0.006715824845687335,1.0
0.203820940657092,0.006716253054791954,1.0
0.20381059735995793,0.006717609824229753,1.0
0.20349921425059447,0.006830159178516149,1.0
0.2034032578363703,0.006862985451539738,1.0
0.20337359098518348,0.006871270409698482,1.0
0.20333984569704283,0.006880567803401849,1.0
0.20334979277850862,0.006879547017848431,1.0
0.20375209983015657,0.006855953301762252,1.0
0.21285777825157182,0.006320876691711663,1.0
0.21285670580207933,0.006321228622045316,1.0
0.21274568895085294,0.00635776707220459,1.0
0.21251959885356786,0.006438388090093561,1.0
0.21213669584365247,0.006522081043415118,1.0
0.21186701142132963,0.006574937800212344,1.0
0.21136702216228592,0.006691704612781235,1.0
0.21109421228978192,0.006748055416616716,1.0
0.21071056064252341,0.0068593909636753825,1.0
0.2103299176263605,0.006938395706619582,1.0
0.2096096540398471,0.00658640710466929,1.0
0.20480307323983982,-0.00040925530142954525,1.0
0.20480307323983982,-0.00040925530142954525,1.0
0.20445308834467835,-0.00035054008497426015,1.0
0.20389958248252588,-0.00026491232449088464,1.0
0.20360856993081683,-0.0002799954810441818,1.0
0.2028877057870792,-0.00011726760714503293,1.0
0.20115859537736797,0.0001983958591985635,1.0
0.19977465274145983,0.00045278741970966596,1.0
0.19929922897452856,0.0005310934989208871,1.0
0.19874928136583342,0.000593152322901247,1.0
0.1974362005273506,0.0008152926168986108,1.0
0.1939150465095993,-0.012925346168721319,1.0
0.1939150465095993,-0.012925346168721319,1.0
0.1927758407078462,-0.012747181917779571,1.0
0.1923018590929891,-0.012669319773414678,1.0
0.19153496741234718,-0.012550915964406828,1.0
0.19030638991647494,-0.012393762130644248,1.0
0.18978316160136288,-0.012293989176335285,1.0
0.1881897544711752,-0.012028654925210547,1.0
0.18751549964809933,-0.012000215486813404,1.0
0.1876108527839961,-0.01190701636628766,1.0
0.21994829933968518,0.02818353060440104,1.0
0.22083912374370152,0.029288054091755056,1.0
0.22062599285048806,0.0293279581035496,1.0
0.2193012035774688,0.02961684023793787,1.0
0.21821004671420735,0.029781673333329928,1.0
0.21731602099402947,0.02982654838880483,1.0
0.21628762594471623,0.029974378569336713,1.0
0.2152244293767146,0.030106962106422386,1.0
0.2144724568198077,0.03018457594926427,1.0
0.21168093760890244,0.03062594277384989,1.0
0.21162655816749498,0.030888672974210163,1.0
0.1895196559331808,0.018372225896455485,1.0
0.18899202872054938,0.018485303443401047,1.0
0.18769189090887395,0.01870561321814379,1.0
0.18697214113115357,0.018811407927390444,1.0
0.18635292968359488,0.01889849027076196,1.0
0.18538558025084478,0.01903920350157351,1.0
0.18313886033849752,0.01927204968848162,1.0
0.18144067013531642,0.019469610103746038,1.0
0.17982666899981017,0.019701615875909684,1.0
0.17850803353527647,0.019886916698696355,1.0
0.17681134171168064,0.020134783820929147,1.0
0.1799389175984022,0.024541622770267058,1.0
0.1799389175984022,0.024541622770267058,1.0
0.17962133646480666,0.024590417209553683,1.0
0.17804859673612608,0.024871949878347954,1.0
0.17638707780123758,0.025146741305914433,1.0
0.17500601128108625,0.02535350811338255,1.0
0.17364675288118847,0.025561210558692427,1.0
0.1715344530123128,0.025911008466494412,1.0
0.16968437147074825,0.02621241530584084,1.0
0.16855573452336148,0.026368330757870373,1.0
0.16723581665446605,0.026587693983819882,1.0
0.157721158818487,0.016609033284484043,1.0
0.157721158818487,0.016609033284484043,1.0
0.158294670392785,0.016536519639382075,1.0
0.15748958648302158,0.01669772009812931,1.0
0.15643168061896323,0.01685413813865,1.0
0.15529346060752358,0.017019184510084773,1.0
0.15413592096566922,0.01721453476746615,1.0
0.15196324487873292,0.017588278286256864,1.0
0.15047855765716,0.017798116520015506,1.0
0.14952334728388367,0.017934431162356157,1.0
0.13458303482526127,0.0451326765488782,1.0
0.13086862789899859,0.05198203159182291,1.0
0.1308554765422734,0.0519829606775164,1.0
0.12728122714429713,0.05244536773871822,1.0
0.1239328387502052,0.052900853051188745,1.0
0.12222262993972394,0.053083658610513895,1.0
0.1208683635487161,0.053233355831655116,1.0
0.1196213816727191,0.05342646370065196,1.0
0.11828142766421568,0.053613419740202284,1.0
0.11721603611989984,0.053696871286543435,1.0
0.11335838309485177,0.05400689460336838,1.0
0.11114499186881718,0.03793068779664244,1.0
0.11114499186881718,0.03793068779664244,1.0
0.11096815322548928,0.037938709442662866,1.0
0.10857239031005894,0.038261836847185315,1.0
0.10457990717667617,0.03861322974249781,1.0
0.10002201271345104,0.03892190329838441,1.0
0.09644239753969006,0.03923485454049502,1.0
0.09385242611340161,0.03951234258504954,1.0
0.09277714403555246,0.03958586708512024,1.0
0.09227634544526267,0.03957604962136896,1.0
0.08902199467007296,0.03990677330109249,1.0
0.06694880606716189,0.019835419490911277,1.0
0.06694880606716189,0.019835419490911277,1.0
0.06644214347770275,0.019856679926234633,1.0
0.06472956035554339,0.020006835515535948,1.0
0.06221897033986648,0.020231133159550496,1.0
0.06061230484759002,0.020333289061607696,1.0
0.0593337762260988,0.020445242750417814,1.0
0.057978684371866596,0.02060027724551594,1.0
0.05637694587865663,0.02071812379770621,1.0
0.055336871759412806,0.02077747697836696,1.0
0.05466916557512205,0.020815039128200596,1.0
0.047513320114668786,-0.008284170316167572,1.0
0.047513320114668786,-0.008284170316167572,1.0
0.046591079439309416,-0.008248677780325675,1.0
0.04471374454191154,-0.008128934785581965,1.0
0.043359203251664286,-0.008003250953515062,1.0
0.04221652789276262,-0.007890206080848783,1.0
0.040329936147754666,-0.007822224877490513,1.0
0.038468010095794605,-0.00774361518297606,1.0
0.03703897426117436,-0.007629058789091037,1.0
0.0352546749187901,-0.007511631593433599,1.0
0.033353191021738324,-0.007426327966924662,1.0
0.0020893139248347944,-0.04600176721905391,1.0
0.0020893139248347944,-0.04600176721905391,1.0
0.00125519852728527,-0.045996482172754316,1.0
-0.00017398026345774587,-0.04599313390756765,1.0
-0.0014136165663908573,-0.04596188551358016,1.0
-0.002751951436023005,-0.04589545408633766,1.0
-0.005214684938124159,-0.04566680663340161,1.0
-0.0075308075179668504,-0.045372871829716055,1.0
-0.00922506630280244,-0.045180199851379554,1.0
-0.01118431245004306,-0.04506300494841342,1.0
-0.03432363932402066,-0.06379539580809268,1.0
-0.04232025909074681,-0.07053979146926792,1.0
-0.04236286933868133,-0.07053856901315414,1.0
-0.04384906410927725,-0.07055107094674329,1.0
-0.043586988712641404,-0.07047801046937674,1.0
-0.042656114597015085,-0.07036436180720207,1.0
-0.043607853255691074,-0.07028801639314997,1.0
-0.045050352462621304,-0.07027579600571343,1.0
-0.04497953080793881,-0.07022668490400696,1.0
-0.04430290816500562,-0.07008026532020939,1.0
-0.04504110642623318,-0.06995160792179134,1.0
-0.050757382268818874,-0.07283646750214257,1.0
-0.05076209418348751,-0.0728391589684455,1.0
-0.05090335180679127,-0.0728306093895369,1.0
-0.05119186885994006,-0.07280971522880486,1.0
-0.051787040192572305,-0.072813515639651,1.0
-0.052785283852255234,-0.07271199980324572,1.0
-0.05377465543972542,-0.07252332461636934,1.0
-0.054711769504303245,-0.07243887185498121,1.0
-0.0559620736647861,-0.07243156461194189,1.0
-0.057052008257163035,-0.0724156510692544,1.0
-0.05812261640997668,-0.0723668861708634,1.0
-0.04044583726767611,-0.09246197196766592,1.0
-0.04044583726767611,-0.09246197196766592,1.0
-0.04063614977805768,-0.09245594552952519,1.0
-0.04143300004871782,-0.09243540198399947,1.0
-0.04208997267760453,-0.09244796454189774,1.0
-0.04275623223641368,-0.09247735003245283,1.0
-0.04118513981856576,-0.09256277718010564,1.0
-0.03823188230964415,-0.09268757355117285,1.0
-0.038078800556409234,-0.0927560779208203,1.0
-0.039052476152186585,-0.09279447816777231,1.0
-0.039833758300586664,-0.0927814223361747,1.0
-0.056740200057777405,-0.08990796148400704,1.0
-0.056740200057777405,-0.08990796148400704,1.0
-0.056565801304435774,-0.08987082943003033,1.0
-0.05660542635963874,-0.08979868712772532,1.0
-0.0574292075785681,-0.08978136805920778,1.0
-0.058322928056844615,-0.08979562958876486,1.0
-0.058870304110769364,-0.08977635330347167,1.0
-0.05847039653539336,-0.08965711149611044,1.0
-0.05795506842342178,-0.08953948147747293,1.0
-0.058451533746933064,-0.08950571347189562,1.0
-0.07159311534591693,-0.11933661420839592,1.0
-0.0846236380056385,-0.149480271102732,1.0
-0.0846236380056385,-0.149480271102732,1.0
-0.08364814253326765,-0.14948844402922368,1.0
-0.0819773490609963,-0.14949647360811869,1.0
-0.08214935699927074,-0.149516982941291,1.0
-0.08296796090302554,-0.1495657220757377,1.0
-0.08330077499730679,-0.14955565218382094,1.0
-0.08361857482127213,-0.14951225002250945,1.0
-0.08453960388510529,-0.14952457196164748,1.0
-0.08576348468572001,-0.1495921070620856,1.0
-0.11190033923453349,-0.13628254495913372,1.0
-0.1230466587431591,-0.13048230243018244,1.0
-0.12304144409717825,-0.13048466753876242,1.0
-0.12324102592946061,-0.13051470965077683,1.0
-0.12384192984113619,-0.13057268873647532,1.0
-0.12453495941378749,-0.13060611783379739,1.0
-0.12532158306606606,-0.13066062572087744,1.0
-0.12604393966538352,-0.13072263520704908,1.0
-0.1266116423847509,-0.13071444017303213,1.0
-0.1267203792976725,-0.13071011973058988,1.0
-0.1270321208462949,-0.13074732350854013,1.0
-0.1348316628816369,-0.16893124154983286,1.0
-0.1348316628816369,-0.16893124154983286,1.0
-0.13489877951201845,-0.16893818440715003,1.0
-0.13521703804728696,-0.16895896925692055,1.0
-0.13594991053949795,-0.16899341764666465,1.0
-0.13701810786532262,-0.16905224746553615,1.0
-0.13781724945754115,-0.16909346647811108,1.0
-0.13848027581071715,-0.1691200026183569,1.0
-0.1392382035986056,-0.16913785580983165,1.0
-0.14028892673811094,-0.16917552626819277,1.0
-0.14153361305086792,-0.1692333308155758,1.0
-0.16142250708077333,-0.13950170223761316,1.0
-0.16142250708077333,-0.13950170223761316,1.0
-0.1615082763680441,-0.1395065961285561,1.0
-0.16206273296661855,-0.13955642549961922,1.0
-0.1632005395077306,-0.13965538713118253,1.0
-0.1640298703544072,-0.13966645219856666,1.0
-0.16464703460521096,-0.13969323988508142,1.0
-0.16535570623058282,-0.13975625745792153,1.0
-0.16614644582034938,-0.1398016956780156,1.0
-0.1663271737249229,-0.1397508654607429,1.0
-0.17260714594898446,-0.14512127620239257,1.0
-0.1850219382937752,-0.15610955788714986,1.0
-0.1850219382937752,-0.15610955788714986,1.0
-0.1851169861870293,-0.15611305501540995,1.0
-0.18571239217254107,-0.15616372592757866,1.0
-0.18682716537844968,-0.15630084177146109,1.0
-0.1877336696581834,-0.15635566264652612,1.0
-0.18893619582499022,-0.15647646627113931,1.0
-0.19019553903701616,-0.15664295295281883,1.0
-0.19105698384613481,-0.15673154271200884,1.0
-0.19142886541279758,-0.15670016887677907,1.0
-0.19260500466103814,-0.14707547855302783,1.0
-0.19376619200382142,-0.1244514359824842,1.0
-0.19376619200382142,-0.1244514359824842,1.0
-0.19395598052609445,-0.1244601465253028,1.0
-0.1949186796089165,-0.12453310534438178,1.0
-0.19625309849719635,-0.12471054768861667,1.0
-0.19674724793996817,-0.12468989501040073,1.0
-0.1976081812417133,-0.12473614416200707,1.0
-0.19860851263021978,-0.12473400133848833,1.0
-0.19910831721741645,-0.12469114957032124,1.0
-0.19957436119886332,-0.12464178451564412,1.0
-0.20557245861878032,-0.1288025682532079,1.0
-0.2104884367583035,-0.13271190808354905,1.0
-0.2104868984343703,-0.13271374052389706,1.0
-0.21049175176666343,-0.13274214312336952,1.0
-0.21065578596186985,-0.1328386309493893,1.0
-0.21129265941887582,-0.13295327053181916,1.0
-0.21164787415751812,-0.1329598867150774,1.0
-0.2126041313270574,-0.13308539358486182,1.0
-0.21385360037729956,-0.13330789467344883,1.0
-0.21372100606778616,-0.13328577834997957,1.0
-0.21435452718526288,-0.1333707436266619,1.0
-0.2255738062315487,-0.14256262163625077,1.0
-0.2255738062315487,-0.14256262163625077,1.0
-0.2255738062315487,-0.14256262163625077,1.0
-0.22593558473986575,-0.1426055291293572,1.0
-0.22623675674281143,-0.14264611825421125,1.0
-0.22706280280687835,-0.14278294788408696,1.0
-0.2282524600434033,-0.1429937033813371,1.0
-0.22919618132724273,-0.14312929541947772,1.0
-0.23001986191468193,-0.14326698135724003,1.0
-0.23008933724637368,-0.14321207522481183,1.0
-0.23091673214604355,-0.14416412239992416,1.0
-0.2343510108692604,-0.15160012170427806,1.0
-0.2343510108692604,-0.15160012170427806,1.0
-0.234392900295537,-0.15160696722695133,1.0
-0.23496370357676463,-0.15169956008069496,1.0
-0.23567509872117007,-0.15179256233746075,1.0
-0.23669667916091136,-0.1519741789114597,1.0
-0.23747610616556156,-0.15209773339421095,1.0
-0.237174239172499,-0.1519583120985818,1.0
-0.2372955576199483,-0.15192148212510004,1.0
-0.23791074990317282,-0.15200375909278896,1.0
-0.24111208912394874,-0.1508635948212217,1.0
-0.2633409014244447,-0.13344724983329392,1.0
-0.2633409014244447,-0.13344724983329392,1.0
-0.26339684368001937,-0.13345648774493257,1.0
-0.26412096223111003,-0.13357479169019204,1.0
-0.26459812750762896,-0.13360750660323895,1.0
-0.2658770144845292,-0.1338777243046071,1.0
-0.2673617114690597,-0.13421270597114543,1.0
-0.26791813619142657,-0.1342532230513358,1.0
-0.2663308154211974,-0.13395188636467903,1.0
-0.2667298793147388,-0.13405420691281322,1.0
-0.2676904242675757,-0.13427232799817135,1.0
-0.2781204352510077,-0.107923309836649,1.0
-0.2781204352510077,-0.107923309836649,1.0
-0.2781204352510077,-0.107923309836649,1.0
-0.27864470420715104,-0.10794909094140592,1.0
-0.2789890241022158,-0.10793356019561684,1.0
-0.27980045689887034,-0.10810268559419278,1.0
-0.28093776015211125,-0.10834036577201844,1.0
-0.282170839039825,-0.10845701807774666,1.0
-0.28298150494303437,-0.10852673862114037,1.0
-0.2837699810318705,-0.1086499865806474,1.0
-0.2851920986875082,-0.11189817291342119,1.0
-0.28903721740579524,-0.13940855342520853,1.0
-0.28903721740579524,-0.13940855342520853,1.0
-0.28909735139801623,-0.13942804205566428,1.0
-0.2890592198930601,-0.13938077433267415,1.0
-0.2896130000818683,-0.13945524230535733,1.0
-0.29051890497648714,-0.13966956020336319,1.0
-0.2917623806398195,-0.13996801687212335,1.0
-0.291974654306526,-0.13989060870978565,1.0
-0.29290632954175816,-0.1400795004679688,1.0
-0.2938638103931307,-0.1403017129979396,1.0
-0.3073578937277999,-0.12306144751758052,1.0
-0.3089199564826577,-0.12105246264988967,1.0
-0.3089199564826577,-0.12105246264988967,1.0
-0.3090006774426736,-0.12105831095056752,1.0
-0.30964664594324676,-0.12112103378364791,1.0
-0.3101452593250957,-0.12113527639019828,1.0
-0.31069675437232586,-0.12124709943845824,1.0
-0.3109650440999643,-0.12126852332608573,1.0
-0.3116955156742291,-0.12145946345930414,1.0
-0.31241890883780016,-0.12162463360247455,1.0
-0.31287762668670477,-0.1216083175924596,1.0
-0.3135007647782298,-0.1528094225836515,1.0
-0.3135007647782298,-0.1528094225836515,1.0
-0.3135007647782298,-0.1528094225836515,1.0
-0.3137505983201667,-0.15285598040518833,1.0
-0.3143212394125916,-0.15298543939281495,1.0
-0.31437320635791666,-0.15295028028037883,1.0
-0.3145599060291989,-0.15297401716431414,1.0
-0.3148057855909658,-0.15300270648395453,1.0
-0.315763390772828,-0.15307571348732385,1.0
-0.3164804003223022,-0.1531921857271047,1.0
-0.3167834888763948,-0.15318863020822782,1.0
-0.3476776004713728,-0.15196255959945315,1.0
-0.3476776004713728,-0.15196255959945315,1.0
-0.3476776004713728,-0.15196255959945315,1.0
-0.34807565771974097,-0.15204679266060772,1.0
-0.3483993857787228,-0.15210880922495096,1.0
-0.3485942401221943,-0.15210805213696554,1.0
-0.3485085500309483,-0.1520284550832549,1.0
-0.3486504059375929,-0.1520271359152945,1.0
