Distance,DirectionX,DirectionY,DirectionZ,X,Y,Z
1.0273491165834687,0.15740703928087144,0.13128039311716758,1.0066949764338613,0.2,0.0,1.0
1.0273613040471472,0.15742265381766976,0.1312870180974236,1.0067040389068531,0.20001561453679834,9.062472991816506e-06,1.000006624980256
1.02737376622302,0.15743820192726815,0.1312930438853905,1.0067135032901842,0.20003116264639673,1.852685632286466e-05,1.000012650768223
1.0273754816978247,0.15744905968781117,0.13129364763207718,1.0067135361289146,0.20004202040693975,1.8559695053266267e-05,1.0000132545149096
1.0273371929737463,0.1574442792536183,0.13128312419471558,1.0066765511359812,0.2000372399727469,-1.8425297880098057e-05,1.0000027310775481
1.027330937158014,0.15744983672155333,0.1312822746024319,1.0066693858541456,0.2000427974406819,-2.5590579715739636e-05,1.0000018814852643
1.0273357026590375,0.15746019346011444,0.13128379520026928,1.0066725088522381,0.20005315417924302,-2.2467581623164534e-05,1.0000034020831017
1.027341086440773,0.1574721626714538,0.13128551158649127,1.006675860949202,0.20006512339058238,-1.9115484659382176e-05,1.0000051184693237
1.0273460879928475,0.1574861292561466,0.1312883735341976,1.0066784523737147,0.20007908997527518,-1.652406014662766e-05,1.00000798041703
1.0273351028189952,0.1574863130951446,0.13128798096589156,1.0066673111469524,0.20007927381427318,-2.766528690889558e-05,1.000007587848724
1.02726683916946,0.1574361953858884,0.1312718736424835,1.0066075760388764,0.20002915610501698,-8.740039498489338e-05,0.999991480525316
1.0272394657859305,0.15742609853584652,0.1312677643857287,1.0065817027095254,0.2000190592549751,-0.00011327372433589389,0.9999873712685612
1.0272277715636087,0.15742863395930046,0.13126726091637098,1.0065694920690573,0.20002159467842903,-0.00012548436480397385,0.9999868677992034
1.0272222349774247,0.15743497408738022,0.13126888922230998,1.0065626084116883,0.2000279348065088,-0.0001323680221729795,0.9999884961051424
1.02721958962456,0.15744446463500833,0.13127112457344012,1.0065580742661597,0.2000374253541369,-0.00013690216770156916,0.9999907314562726
