Timestamp,Distance,DirectionX,DirectionY,DirectionZ
1709451564.1599998,1.0030605,0.012527068,0.09626202,0.99835217
1709451564.1759999,1.0030627,0.012528599,0.09626152,0.9983545
1709451564.1929998,1.0030723,0.012530529,0.0962611,0.99836403
1709451564.21,1.0030811,0.0125334095,0.09626103,0.9983729
1709451564.2259998,1.0030905,0.01253807,0.0962611,0.9983823
1709451564.243,1.0031221,0.012526862,0.09626081,0.9984142
1709451564.2599998,1.0031384,0.012526468,0.096263364,0.9984303
1709451564.277,1.0031505,0.01253049,0.096266754,0.9984421
1709451564.293,1.0031601,0.012536875,0.09626943,0.9984515
1709451564.31,1.0031699,0.012543649,0.096273065,0.9984608
1709451564.327,1.0031772,0.012551065,0.09627713,0.9984676
1709451564.3439999,1.0032169,0.012533958,0.0962707,0.99850833
1709451564.36,1.0032327,0.01253275,0.09627123,0.99852425
1709451564.3769999,1.0032392,0.012537457,0.09627404,0.99853045
1709451564.394,1.0032455,0.0125451945,0.096277066,0.9985363
1709451564.4099998,1.0032514,0.012552886,0.09628193,0.9985417
1709451564.427,1.0032564,0.012560879,0.096289,0.99854594
1709451564.4439998,1.0032288,0.012566376,0.09629458,0.99851763
1709451564.461,1.0029819,0.012564649,0.096291214,0.99827
1709451564.4769998,1.0029622,0.012572555,0.09629783,0.9982495
1709451564.494,1.0029566,0.012581884,0.09630561,0.998243
1709451564.511,1.0029548,0.012589981,0.09631331,0.99824023
1709451564.5279999,1.0029502,0.012598139,0.09631875,0.998235
1709451564.544,1.0028657,0.0125851,0.096306615,0.99815136
1709451564.5609999,1.0028405,0.012586868,0.09630735,0.99812603
1709451564.578,1.0028328,0.012593531,0.09631035,0.9981179
1709451564.5939999,1.0028304,0.012601175,0.0963156,0.9981149
1709451564.611,1.0028329,0.012610101,0.09632273,0.9981166
1709451564.6279998,1.0027752,0.012594626,0.096309476,0.9980601
1709451564.645,1.0027577,0.012594388,0.09630814,0.9980426
1709451564.6609998,1.002753,0.01259821,0.09631099,0.9980376
1709451564.678,1.0027543,0.012603111,0.09631609,0.9980384
1709451564.695,1.0027596,0.012608573,0.09632261,0.998043
1709451564.712,1.0027947,0.012599801,0.096315935,0.99807906
1709451564.7269998,1.0028213,0.012595997,0.096313596,0.99810606
1709451564.744,1.0028368,0.012597463,0.09631726,0.99812126
1709451564.761,1.0028491,0.012599806,0.09632385,0.9981329
1709451564.777,1.0028602,0.012604744,0.09632847,0.9981435
1709451564.794,1.0028715,0.012609654,0.096333206,0.99815446
1709451564.8109999,1.0028832,0.012612496,0.09634033,0.99816537
1709451564.828,1.0029504,0.012601842,0.09632321,0.9982348
1709451564.8439999,1.0029826,0.012601326,0.09631954,0.9982674
1709451564.861,1.0030026,0.012605503,0.096319795,0.9982875
1709451564.8779998,1.00302,0.012612009,0.09632241,0.9983046
1709451564.895,1.0030369,0.012620176,0.0963255,0.9983212
1709451564.9109998,1.0030293,0.012605802,0.09631474,0.99831474
1709451564.928,1.0030293,0.012598877,0.09630991,0.99831533
1709451564.945,1.0030401,0.012602606,0.096309654,0.9983261
1709451564.961,1.0030537,0.012609593,0.09631323,0.99833935
1709451564.978,1.0030681,0.012619327,0.09631562,0.9983534
1709451564.995,1.0030847,0.012629141,0.09631747,0.99836975
1709451565.013,1.0031276,0.0126076,0.09630239,0.9984147
1709451565.0289998,1.00316,0.012595921,0.096294336,0.9984482
1709451565.046,1.0031805,0.012597137,0.09629193,0.998469
1709451565.063,1.0031968,0.01260051,0.0962915,0.99848545
